Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Payment_Method,Rating
10204,09-01-2025,C1204,Customer 205,Male,33,Delhi,Delhi State,North,Clothing,T-Shirt,2,926,20,1481.6,Cash,4
10205,09-05-2025,C1205,Customer 206,Male,64,Bengaluru,Bengaluru State,South,Clothing,Jacket,4,562,5,2135.6,Credit Card,5
10206,26-02-2025,C1206,Customer 207,Female,35,Kolkata,Kolkata State,East,Furniture,Chair,5,1273,20,5092,Cash,5
10207,13-01-2025,C1207,Customer 208,Female,51,Kolkata,Kolkata State,East,Clothing,Jacket,7,4653,15,27685.35,Credit Card,3
10208,02-05-2025,C1208,Customer 209,Male,37,Bengaluru,Bengaluru State,South,Clothing,Jeans,7,1606,20,8993.6,Upi,4
10209,04-02-2025,C1209,Customer 210,Male,34,Delhi,Delhi State,North,Sports,Bat,7,4665,20,26124,Upi,3
10210,14-01-2025,C1210,Customer 211,Female,61,Delhi,Delhi State,North,Grocery,Milk,2,4487,5,8525.3,Cash,1
10211,23-02-2025,C1211,Customer 212,Female,18,Mumbai,Mumbai State,West,Sports,Shoes,9,1877,15,14359.05,Upi,2
10212,03-03-2025,C1212,Customer 213,Female,36,Delhi,Delhi State,North,Grocery,Rice,10,1775,15,15087.5,Debit Card,4
10213,08-05-2025,C1213,Customer 214,Male,64,Kolkata,Kolkata State,East,Furniture,Table,5,3046,20,12184,Debit Card,3
10214,26-02-2025,C1214,Customer 215,Male,19,Mumbai,Mumbai State,West,Furniture,Table,7,474,20,2654.4,Credit Card,5
10215,20-02-2025,C1215,Customer 216,Male,42,Kolkata,Kolkata State,East,Sports,Shoes,7,2518,5,16744.7,Upi,4
10216,13-02-2025,C1216,Customer 217,Female,28,Kolkata,Kolkata State,East,Furniture,Table,8,4118,15,28002.4,Upi,5
10217,20-01-2025,C1217,Customer 218,Male,18,Bengaluru,Bengaluru State,South,Clothing,Jacket,1,4392,0,4392,Debit Card,2
10218,10-05-2025,C1218,Customer 219,Female,21,Mumbai,Mumbai State,West,Electronics,Keyboard,3,174,5,495.9,Debit Card,4
10219,05-01-2025,C1219,Customer 220,Female,52,Delhi,Delhi State,North,Electronics,Keyboard,9,3469,0,31221,Credit Card,1
10220,08-02-2025,C1220,Customer 221,Male,57,Kolkata,Kolkata State,East,Grocery,Rice,2,889,20,1422.4,Credit Card,3
10221,25-05-2025,C1221,Customer 222,Male,37,Lucknow,Lucknow State,North,Grocery,Rice,6,3426,15,17472.6,Cash,1
10222,15-01-2025,C1222,Customer 223,Male,62,Delhi,Delhi State,North,Grocery,Milk,7,4627,15,27530.65,Upi,1
10223,16-05-2025,C1223,Customer 224,Male,31,Bengaluru,Bengaluru State,South,Grocery,Oil,6,4735,0,28410,Debit Card,3
10224,18-06-2025,C1224,Customer 225,Male,38,Delhi,Delhi State,North,Electronics,Keyboard,5,4548,20,18192,Cash,2
10225,11-02-2025,C1225,Customer 226,Male,54,Kolkata,Kolkata State,East,Clothing,Jacket,7,730,10,4599,Debit Card,5
10226,30-03-2025,C1226,Customer 227,Male,45,Lucknow,Lucknow State,North,Grocery,Oil,3,742,20,1780.8,Upi,1
10227,08-01-2025,C1227,Customer 228,Female,46,Lucknow,Lucknow State,North,Sports,Shoes,10,3349,10,30141,Debit Card,2
10228,19-06-2025,C1228,Customer 229,Male,57,Lucknow,Lucknow State,North,Sports,Bat,7,1621,20,9077.6,Credit Card,2
10229,10-04-2025,C1229,Customer 230,Female,24,Delhi,Delhi State,North,Electronics,Mouse,3,3212,5,9154.2,Cash,1
10230,23-01-2025,C1230,Customer 231,Female,46,Lucknow,Lucknow State,North,Grocery,Milk,5,2516.5,5,4450.75,Debit Card,1
10231,03-06-2025,C1231,Customer 232,Female,18,Delhi,Delhi State,North,Electronics,Mouse,9,862,20,6206.4,Credit Card,4
10232,14-05-2025,C1232,Customer 233,Female,28,Bengaluru,Bengaluru State,South,Electronics,Keyboard,9,2088,20,15033.6,Upi,3
10233,22-04-2025,C1233,Customer 234,Female,37,Lucknow,Lucknow State,North,Furniture,Table,3,618,5,1761.3,Debit Card,1
10234,20-02-2025,C1234,Customer 235,Male,26,Lucknow,Lucknow State,North,Furniture,Chair,8,4964,20,31769.6,Credit Card,1
10235,27-03-2025,C1235,Customer 236,Male,37,Bengaluru,Bengaluru State,South,Furniture,Sofa,7,2799,15,16654.05,Credit Card,5
10236,16-03-2025,C1236,Customer 237,Female,54,Mumbai,Mumbai State,West,Grocery,Milk,3,3362,10,9077.4,Upi,3
10237,21-02-2025,C1237,Customer 238,Male,61,Bengaluru,Bengaluru State,South,Furniture,Table,6,1032,20,4953.6,Cash,4
10238,05-02-2025,C1238,Customer 239,Female,33,Mumbai,Mumbai State,West,Grocery,Milk,2,3451,15,5866.7,Credit Card,2
10239,30-05-2025,C1239,Customer 240,Female,52,Bengaluru,Bengaluru State,South,Grocery,Rice,8,4998,15,33986.4,Cash,3
10240,18-06-2025,C1240,Customer 241,Female,28,Kolkata,Kolkata State,East,Sports,Shoes,2,995,5,1890.5,Cash,5
10241,08-03-2025,C1241,Customer 242,Male,46,Bengaluru,Bengaluru State,South,Furniture,Table,2,186,0,372,Credit Card,4
10242,07-01-2025,C1242,Customer 243,Male,36,Bengaluru,Bengaluru State,North,Sports,Shoes,9,1334,10,10805.4,Debit Card,1
10243,22-02-2025,C1243,Customer 244,Female,40,Delhi,Delhi State,North,Clothing,Jeans,5,2910,15,12367.5,Debit Card,1
10244,30-01-2025,C1244,Customer 245,Female,59,Bengaluru,Bengaluru State,South,Grocery,Milk,2,2559,10,5118,Cash,2
10245,24-05-2025,C1245,Customer 246,Female,32,Mumbai,Mumbai State,West,Sports,Football,9,1411,10,11429.1,Debit Card,2
10246,01-06-2025,C1246,Customer 247,Female,18,Mumbai,Mumbai State,West,Grocery,Milk,1,1716,15,1458.6,Upi,2
10247,04-04-2025,C1247,Customer 248,Male,47,Nan,Lucknow State,North,Electronics,Keyboard,2,4498,10,8546.2,Cash,3
10248,06-06-2025,C1248,Customer 249,Male,40,Bengaluru,Bengaluru State,South,Sports,Shoes,6,4990,15,25449,Credit Card,4
10249,22-06-2025,C1249,Customer 250,Female,25,Kolkata,Kolkata State,East,Clothing,Jacket,5,4934,0,24670,Upi,3
10250,18-04-2025,C1250,Customer 251,Male,54,Delhi,Delhi State,North,Clothing,Jeans,3,4284,15,10924.2,Debit Card,4
10251,12-02-2025,C1251,Customer 252,Female,26,Mumbai,Mumbai State,West,Grocery,Oil,9,1519,20,10936.8,Upi,3
10252,04-02-2025,C1252,Customer 253,Female,53,Bengaluru,Bengaluru State,South,Sports,Football,6,178,15,907.8,Debit Card,4
10253,22-01-2025,C1253,Customer 254,Male,32,Bengaluru,Bengaluru State,South,Grocery,Oil,8,4103,10,31182.8,Credit Card,1
10254,25-05-2025,C1254,Customer 255,Female,53,Lucknow,Lucknow State,North,Clothing,Jacket,5,1477,15,6277.25,Cash,5
10255,23-04-2025,C1255,Customer 256,Male,45,Delhi,Delhi State,North,Furniture,Sofa,6,4540,0,27240,Cash,2
10256,23-04-2025,C1256,Customer 257,Male,31,Lucknow,Lucknow State,North,Electronics,Mouse,5,2955,0,14775,Credit Card,5
10257,16-01-2025,C1257,Customer 258,Female,52,Bengaluru,Bengaluru State,South,Clothing,Jacket,3,1792,5,5107.2,Credit Card,3
10258,10-03-2025,C1258,Customer 259,Male,26,Kolkata,Kolkata State,East,Clothing,Jeans,5,2470,20,9880,Debit Card,1
10259,24-03-2025,C1259,Customer 260,Female,49,Lucknow,Lucknow State,North,Clothing,Jacket,3,2145,5,6113.25,Upi,5
10260,14-04-2025,C1260,Customer 261,Female,62,Lucknow,Lucknow State,North,Grocery,Milk,8,718,0,5744,Credit Card,3
10261,12-06-2025,C1261,Customer 262,Female,22,Bengaluru,Bengaluru State,South,Furniture,Sofa,1,863,15,733.55,Debit Card,2
10262,28-03-2025,C1262,Customer 263,Male,54,Bengaluru,Bengaluru State,North,Clothing,Jeans,5,2744,10,12348,Debit Card,3
10263,10-02-2025,C1263,Customer 264,Female,18,Delhi,Delhi State,North,Electronics,Laptop,8,233,0,1864,Debit Card,3
10264,06-03-2025,C1264,Customer 265,Female,60,Mumbai,Mumbai State,West,Furniture,Chair,5,864,10,3888,Upi,1
10265,30-06-2025,C1265,Customer 266,Male,31,Bengaluru,Bengaluru State,South,Furniture,Sofa,4,3616,10,14464,Debit Card,1
10266,03-01-2025,C1266,Customer 267,Female,-4,Mumbai,Mumbai State,West,Sports,Football,9,3745,0,33705,Debit Card,2
10267,27-01-2025,C1267,Customer 268,Female,37,Bengaluru,Bengaluru State,South,Electronics,Laptop,7,831,0,5817,Upi,4
10268,06-06-2025,C1268,Customer 269,Male,46,Mumbai,Mumbai State,West,Clothing,T-Shirt,9,4714,0,42426,Credit Card,2
10269,26-01-2025,C1269,Customer 270,Male,55,Mumbai,Mumbai State,West,Grocery,Oil,8,1879,0,15032,Debit Card,3
10270,05-03-2025,C1270,Customer 271,Female,62,Bengaluru,Bengaluru State,South,Furniture,Chair,4,2368,0,9472,Cash,3
10271,17-03-2025,C1271,Customer 272,Male,33,Mumbai,Mumbai State,West,Sports,Shoes,9,1645,15,12584.25,Debit Card,4
10272,04-01-2025,C1272,Customer 273,Female,26,Delhi,Delhi State,North,Clothing,Jeans,10,681,20,5448,Cash,5
10273,05-01-2025,C1273,Customer 274,Male,18,Bengaluru,Bengaluru State,South,Furniture,Sofa,3,3958,0,11874,Credit Card,2
10274,17-04-2025,C1274,Customer 275,Female,23,Delhi,Delhi State,North,Electronics,Mouse,9,2446,20,17611.2,Upi,3
10275,18-05-2025,C1275,Customer 276,Female,55,Delhi,Delhi State,North,Furniture,Chair,9,1764,5,15082.2,Cash,3
10276,30-01-2025,C1276,Customer 277,Male,37,Bengaluru,Bengaluru State,South,Clothing,T-Shirt,4,806,15,2740.4,Upi,1
10277,30-03-2025,C1277,Customer 278,Female,28,Delhi,Delhi State,North,Clothing,Jacket,1,1442,15,1225.7,Credit Card,2
10278,15-05-2025,C1278,Customer 279,Female,63,Lucknow,Lucknow State,North,Electronics,Laptop,6,3617,10,19531.8,Cash,4
10279,12-02-2025,C1279,Customer 280,Male,34,Bengaluru,Bengaluru State,South,Sports,Bat,1,4192,20,3353.6,Cash,5
10280,04-01-2025,C1280,Customer 281,Male,48,Delhi,Delhi State,North,Clothing,Jacket,9,121,0,1089,Credit Card,4
10281,24-03-2025,C1281,Customer 282,Female,64,Mumbai,Mumbai State,West,Clothing,T-Shirt,9,3535,5,30224.25,Credit Card,3
10282,15-02-2025,C1282,Customer 283,Male,43,Delhi,Delhi State,North,Sports,Bat,2,4212,0,8424,Cash,4
10283,03-01-2025,C1283,Customer 284,Male,36,Lucknow,Lucknow State,North,Furniture,Table,2,4630,15,7871,Credit Card,5
10284,20-05-2025,C1284,Customer 285,Male,18,Mumbai,Mumbai State,West,Grocery,Milk,10,4141,5,39339.5,Debit Card,1
10285,18-06-2025,C1285,Customer 286,Female,24,Mumbai,Mumbai State,West,Sports,Bat,1,2844,0,2844,Upi,5
10286,24-01-2025,C1286,Customer 287,Male,51,Mumbai,Mumbai State,West,Grocery,Milk,1,1266,10,1139.4,Cash,3
10287,13-06-2025,C1287,Customer 288,Male,55,Bengaluru,Bengaluru State,South,Electronics,Keyboard,2,4240,5,8056,Cash,4
10288,29-06-2025,C1288,Customer 289,Female,38,Mumbai,Mumbai State,West,Clothing,Jeans,5,2680,15,11390,Debit Card,3
10289,09-02-2025,C1289,Customer 290,Male,46,Mumbai,Mumbai State,West,Electronics,Laptop,3,4889,0,14667,Debit Card,3
10290,20-03-2025,C1290,Customer 291,Female,25,Bengaluru,Bengaluru State,South,Electronics,Keyboard,6,1800,15,9180,Cash,2
10291,24-01-2025,C1291,Customer 292,Male,40,Lucknow,Lucknow State,North,Sports,Football,4,2785,5,10583,Debit Card,5
10292,26-04-2025,C1292,Customer 293,Male,24,Delhi,Delhi State,North,Furniture,Table,3,354,15,902.7,Debit Card,3
10293,20-02-2025,C1293,Customer 294,Female,61,Mumbai,Mumbai State,West,Electronics,Laptop,1,1920,5,1824,Cash,5
10294,15-06-2025,C1294,Customer 295,Male,23,Kolkata,Kolkata State,East,Furniture,Chair,1,628,5,596.6,Credit Card,1
10295,12-04-2025,C1295,Customer 296,Male,42,Delhi,Delhi State,North,Grocery,Rice,3,4801,15,12242.55,Cash,2
10296,08-02-2025,C1296,Customer 297,Male,59,Lucknow,Lucknow State,North,Clothing,T-Shirt,5,2392,15,10166,Credit Card,4
10297,09-04-2025,C1297,Customer 298,Female,30,Bengaluru,Bengaluru State,South,Sports,Bat,1,818,10,736.2,Upi,5
10298,05-05-2025,C1298,Customer 299,Female,42,Delhi,Delhi State,North,Grocery,Oil,6,4029,20,19339.2,Credit Card,2
10299,15-01-2025,C1299,Customer 300,Female,55,Delhi,Delhi State,North,Furniture,Sofa,4,340,10,1224,Upi,2
10300,15-01-2025,C1300,Customer 301,Female,40,Nan,Delhi State,North,Clothing,Jacket,4,2283,10,7305.6,Upi,2
10301,30-06-2025,C1301,Customer 302,Female,54,Mumbai,Mumbai State,West,Sports,Bat,6,4946,0,29676,Upi,5
10302,10-01-2025,C1302,Customer 303,Male,32,Mumbai,Mumbai State,West,Grocery,Oil,5,1538,15,6536.5,Upi,1
10303,29-03-2025,C1303,Customer 304,Male,38,Kolkata,Kolkata State,East,Grocery,Rice,6,1750,5,9975,Cash,1
10304,04-04-2025,C1304,Customer 305,Female,63,Mumbai,Mumbai State,West,Sports,Shoes,3,1008,20,2419.2,Debit Card,5
10305,22-04-2025,C1305,Customer 306,Female,59,Delhi,Delhi State,North,Furniture,Table,6,1217,5,6936.9,Credit Card,2
10306,07-04-2025,C1306,Customer 307,Female,26,Kolkata,Kolkata State,East,Sports,Bat,4,4924,5,18711.2,Upi,1
10307,23-03-2025,C1307,Customer 308,Male,58,Kolkata,Kolkata State,East,Grocery,Oil,1,1591,20,1272.8,Cash,4
10308,23-03-2025,C1308,Customer 309,Male,63,Mumbai,Mumbai State,West,Furniture,Sofa,2,2049,10,3688.2,Credit Card,4
10309,07-03-2025,C1309,Customer 310,Male,21,Delhi,Delhi State,North,Furniture,Chair,4,655,10,2358,Debit Card,4
10310,20-05-2025,C1310,Customer 311,Male,48,Bengaluru,Bengaluru State,South,Clothing,Jeans,8,3202,10,23054.4,Upi,2
10311,08-03-2025,C1311,Customer 312,Male,39,Bengaluru,Bengaluru State,South,Electronics,Laptop,5,264,10,1188,Upi,4
10312,07-06-2025,C1312,Customer 313,Male,45,Mumbai,Mumbai State,West,Electronics,Keyboard,2,2868,20,4588.8,Upi,5
10313,18-02-2025,C1313,Customer 314,Female,60,Bengaluru,Bengaluru State,South,Clothing,T-Shirt,2,2812,5,5342.8,Credit Card,3
10314,06-05-2025,C1314,Customer 315,Male,41,Mumbai,Mumbai State,West,Electronics,Laptop,7,4783,20,26784.8,Cash,4
10315,25-01-2025,C1315,Customer 316,Male,28,Delhi,Delhi State,North,Furniture,Sofa,10,4034,5,38323,Credit Card,1
10316,19-06-2025,C1316,Customer 317,Male,59,Bengaluru,Bengaluru State,South,Electronics,Mouse,7,3957,15,23544.15,Debit Card,2
10317,09-03-2025,C1317,Customer 318,Female,34,Lucknow,Lucknow State,North,Grocery,Milk,3,3751,0,11253,Upi,3
10318,19-05-2025,C1318,Customer 319,Male,53,Kolkata,Kolkata State,North,Electronics,Laptop,2,802,10,1443.6,Cash,4
10319,02-05-2025,C1319,Customer 320,Male,43,Kolkata,Kolkata State,East,Grocery,Oil,8,4791,5,36411.6,Cash,5
10320,25-04-2025,C1320,Customer 321,Male,31,Kolkata,Kolkata State,East,Sports,Shoes,10,1307,0,13070,Upi,2
10321,02-06-2025,C1321,Customer 322,Female,64,Delhi,Delhi State,North,Grocery,Rice,7,1754,5,11664.1,Cash,1
10322,14-05-2025,C1322,Customer 323,Male,62,Bengaluru,Bengaluru State,South,Sports,Bat,9,2771,10,22445.1,Debit Card,1
10323,26-01-2025,C1323,Customer 324,Male,36,Bengaluru,Bengaluru State,South,Clothing,T-Shirt,10,4916,20,39328,Credit Card,4
10324,02-05-2025,C1324,Customer 325,Male,35,Lucknow,Lucknow State,North,Grocery,Oil,8,4786,20,30630.4,Debit Card,2
10325,26-03-2025,C1325,Customer 326,Male,21,Kolkata,Kolkata State,East,Sports,Shoes,7,417,15,2481.15,Debit Card,3
10326,06-05-2025,C1326,Customer 327,Male,32,Lucknow,Lucknow State,North,Electronics,Mouse,5,2647,10,11911.5,Upi,3
10327,24-04-2025,C1327,Customer 328,Female,65,Bengaluru,Bengaluru State,South,Furniture,Table,7,831,10,5526.15,Debit Card,5
10328,10-05-2025,C1328,Customer 329,Male,51,Lucknow,Lucknow State,North,Electronics,Keyboard,3,637,10,1719.9,Cash,2
10329,13-01-2025,C1329,Customer 330,Male,35,Mumbai,Mumbai State,West,Clothing,T-Shirt,4,370,15,1258,Credit Card,4
10330,06-04-2025,C1330,Customer 331,Female,29,Kolkata,Kolkata State,East,Grocery,Oil,2,350,5,665,Debit Card,5
10331,14-03-2025,C1331,Customer 332,Female,21,Kolkata,Kolkata State,East,Furniture,Table,3,2218,0,6654,Upi,5
10332,16-06-2025,C1332,Customer 333,Male,61,Mumbai,Mumbai State,West,Clothing,Jacket,4,1793,10,6454.8,Cash,4
10333,05-06-2025,C1333,Customer 334,Female,45,Mumbai,Mumbai State,West,Clothing,Jacket,1,1933,10,1739.7,Debit Card,3
10334,09-06-2025,C1334,Customer 335,Male,18,Bengaluru,Bengaluru State,South,Furniture,Chair,8,2575,20,16480,Credit Card,5
10335,17-01-2025,C1335,Customer 336,Female,58,Kolkata,Kolkata State,East,Sports,Bat,5,985,15,4186.25,Credit Card,3
10336,15-01-2025,C1336,Customer 337,Female,60,Lucknow,Lucknow State,North,Furniture,Chair,3,4337,5,12360.45,Credit Card,2
10337,10-04-2025,C1337,Customer 338,Male,55,Delhi,Delhi State,North,Grocery,Milk,5,3528,15,14994,Upi,3
10338,18-03-2025,C1338,Customer 339,Male,36,Mumbai,Mumbai State,West,Sports,Shoes,8,3036,20,19430.4,Cash,4
10339,17-06-2025,C1339,Customer 340,Male,40,Mumbai,Mumbai State,West,Furniture,Sofa,9,1599,10,12951.9,Upi,3
10340,29-04-2025,C1340,Customer 341,Female,21,Bengaluru,Bengaluru State,South,Furniture,Table,5,4896,10,22032,Cash,4
10341,16-04-2025,C1341,Customer 342,Male,26,Mumbai,Mumbai State,West,Sports,Football,7,4440,10,27972,Upi,3
10342,21-01-2025,C1342,Customer 343,Female,58,Bengaluru,Bengaluru State,South,Sports,Bat,3,2691,5,7669.35,Upi,3
10343,28-05-2025,C1343,Customer 344,Female,23,Delhi,Delhi State,North,Electronics,Mouse,5,1815,5,8621.25,Upi,5
10344,02-01-2025,C1344,Customer 345,Male,64,Bengaluru,Bengaluru State,South,Grocery,Milk,7,4010,15,23859.5,Credit Card,1
10345,27-02-2025,C1345,Customer 346,Female,37,Lucknow,Lucknow State,North,Sports,Football,1,133,5,126.35,Upi,1
10346,12-01-2025,C1346,Customer 347,Female,47,Bengaluru,Bengaluru State,South,Sports,Shoes,5,1468,0,7340,Credit Card,4
10347,14-04-2025,C1347,Customer 348,Male,32,Mumbai,Mumbai State,West,Furniture,Table,6,1643,5,9365.1,Upi,2
10348,16-06-2025,C1348,Customer 349,Female,58,Delhi,Delhi State,North,Sports,Shoes,3,1108,10,2991.6,Credit Card,5
10349,13-01-2025,C1349,Customer 350,Male,44,Kolkata,Kolkata State,East,Electronics,Keyboard,1,985,0,985,Debit Card,4
10350,27-06-2025,C1350,Customer 351,Male,37,Delhi,Delhi State,North,Sports,Bat,8,1354,5,10290.4,Debit Card,1
10351,27-01-2025,C1351,Customer 352,Male,36,Kolkata,Kolkata State,East,Furniture,Sofa,10,1223,15,10395.5,Cash,1
10352,21-02-2025,C1352,Customer 353,Female,36,Bengaluru,Bengaluru State,South,Clothing,Jacket,4,2254,20,7212.8,Upi,1
10353,01-01-2025,C1353,Customer 354,Male,25,Kolkata,Kolkata State,East,Grocery,Rice,8,2808,5,21340.8,Debit Card,2
10354,27-04-2025,C1354,Customer 355,Female,47,Delhi,Delhi State,North,Sports,Football,2,2196,5,4172.4,Cash,1
10355,30-01-2025,C1355,Customer 356,Male,18,Mumbai,Mumbai State,West,Electronics,Mouse,6,2661,15,13571.1,Upi,2
10356,06-04-2025,C1356,Customer 357,Male,25,Lucknow,Lucknow State,North,Furniture,Table,10,2297,0,22970,Debit Card,4
10357,29-01-2025,C1357,Customer 358,Male,28,Bengaluru,Bengaluru State,South,Furniture,Table,8,3554,5,27010.4,Cash,4
10358,08-04-2025,C1358,Customer 359,Male,61,Kolkata,Kolkata State,East,Grocery,Oil,8,1584,20,10137.6,Upi,4
10359,08-03-2025,C1359,Customer 360,Female,18,Bengaluru,Bengaluru State,South,Electronics,Mouse,8,476,0,3808,Upi,3
10360,19-06-2025,C1360,Customer 361,Male,48,Kolkata,Kolkata State,East,Sports,Shoes,10,880,15,7480,Credit Card,4
10361,10-05-2025,C1361,Customer 362,Female,28,Mumbai,Mumbai State,West,Sports,Shoes,1,195,5,185.25,Cash,4
10362,27-02-2025,C1362,Customer 363,Female,43,Lucknow,Lucknow State,North,Clothing,Jeans,5,512,20,2048,Upi,1
10363,25-04-2025,C1363,Customer 364,Male,49,Bengaluru,Bengaluru State,South,Grocery,Oil,8,821,15,5582.8,Cash,1
10364,24-01-2025,C1364,Customer 365,Female,50,Bengaluru,Bengaluru State,South,Grocery,Rice,9,4598,0,41382,Upi,4
10365,24-05-2025,C1365,Customer 366,Female,63,Lucknow,Lucknow State,North,Furniture,Chair,4,3822,10,13759.2,Credit Card,4
10366,01-04-2025,C1366,Customer 367,Female,53,Delhi,Delhi State,North,Electronics,Keyboard,4,117,10,421.2,Credit Card,3
10367,07-03-2025,C1367,Customer 368,Male,30,Delhi,Delhi State,North,Clothing,Jeans,3,3452,0,10356,Cash,4
10368,12-01-2025,C1368,Customer 369,Male,46,Mumbai,Mumbai State,North,Grocery,Rice,6,982,15,5008.2,Debit Card,5
10369,22-05-2025,C1369,Customer 370,Female,50,Kolkata,Kolkata State,East,Clothing,Jeans,1,4444,0,4444,Upi,5
10370,09-04-2025,C1370,Customer 371,Male,35,Mumbai,Mumbai State,West,Clothing,T-Shirt,7,2736,20,15321.6,Debit Card,3
10371,29-06-2025,C1371,Customer 372,Female,62,Lucknow,Lucknow State,North,Grocery,Rice,3,3481,20,8354.4,Credit Card,5
10372,22-06-2025,C1372,Customer 373,Male,50,Mumbai,Mumbai State,West,Clothing,T-Shirt,10,2480,10,22320,Credit Card,1
10373,22-06-2025,C1373,Customer 374,Female,45,Lucknow,Lucknow State,North,Sports,Bat,10,4774,15,40579,Cash,5
10374,21-02-2025,C1374,Customer 375,Male,36,Delhi,Delhi State,North,Electronics,Mouse,3,2516.5,0,1602,Credit Card,2
10375,26-04-2025,C1375,Customer 376,Male,65,Delhi,Delhi State,North,Furniture,Chair,9,364,10,2948.4,Debit Card,2
10376,17-04-2025,C1376,Customer 377,Female,53,Kolkata,Kolkata State,East,Furniture,Sofa,1,3225,15,2741.25,Cash,1
10377,31-05-2025,C1377,Customer 378,Male,64,Lucknow,Lucknow State,North,Clothing,Jacket,8,1947,10,14018.4,Upi,3
10378,12-05-2025,C1378,Customer 379,Female,20,Bengaluru,Bengaluru State,South,Clothing,Jacket,2,1631,5,3098.9,Debit Card,3
10379,02-01-2025,C1379,Customer 380,Female,63,Kolkata,Kolkata State,East,Furniture,Chair,3,4884,10,13186.8,Upi,1
10380,27-05-2025,C1380,Customer 381,Female,22,Mumbai,Mumbai State,West,Furniture,Sofa,1,2567,15,2181.95,Credit Card,5
10381,17-04-2025,C1381,Customer 382,Female,23,Mumbai,Mumbai State,West,Clothing,Jacket,2,4238,5,8052.2,Credit Card,2
10382,08-06-2025,C1382,Customer 383,Female,53,Mumbai,Mumbai State,West,Furniture,Table,6,2504,5,14272.8,Cash,1
10383,24-06-2025,C1383,Customer 384,Female,25,Lucknow,Lucknow State,North,Grocery,Rice,10,2097,0,20970,Debit Card,3
10384,11-05-2025,C1384,Customer 385,Female,20,Nan,Kolkata State,East,Furniture,Chair,9,3171,10,22831.2,Credit Card,2
10385,17-05-2025,C1385,Customer 386,Male,31,Lucknow,Lucknow State,North,Sports,Football,2,1471,20,2353.6,Upi,4
10386,07-01-2025,C1386,Customer 387,Female,20,Delhi,Delhi State,North,Clothing,Jacket,7,690,5,4588.5,Cash,1
10387,28-02-2025,C1387,Customer 388,Female,42,Delhi,Delhi State,North,Clothing,Jeans,9,677,20,4874.4,Debit Card,4
10388,02-01-2025,C1388,Customer 389,Male,65,Bengaluru,Bengaluru State,South,Furniture,Chair,7,1069,20,5986.4,Cash,1
10389,23-01-2025,C1389,Customer 390,Female,42,Lucknow,Lucknow State,North,Sports,Football,5,2568,20,10272,Debit Card,1
10390,20-05-2025,C1390,Customer 391,Male,37,Bengaluru,Bengaluru State,South,Clothing,Jacket,4,1217,15,4137.8,Credit Card,1
10391,27-05-2025,C1391,Customer 392,Female,52,Kolkata,Kolkata State,East,Sports,Football,2,442,0,884,Cash,3
10392,11-02-2025,C1392,Customer 393,Male,57,Mumbai,Mumbai State,West,Furniture,Chair,7,2516.5,5,28581.7,Credit Card,2
10393,29-04-2025,C1393,Customer 394,Male,36,Delhi,Delhi State,North,Clothing,Jacket,10,545,20,4360,Cash,3
10394,02-04-2025,C1394,Customer 395,Male,24,Delhi,Delhi State,North,Clothing,Jacket,10,4091,10,36819,Credit Card,5
10395,07-06-2025,C1395,Customer 396,Female,62,Delhi,Delhi State,North,Clothing,Jeans,8,3791,10,27295.2,Upi,5
10396,22-03-2025,C1396,Customer 397,Male,63,Kolkata,Kolkata State,East,Furniture,Table,7,1481,0,10367,Debit Card,3
10397,25-04-2025,C1397,Customer 398,Female,49,Lucknow,Lucknow State,North,Clothing,Jacket,6,4031,15,20558.1,Cash,2
10398,09-03-2025,C1398,Customer 399,Male,64,Kolkata,Kolkata State,East,Electronics,Mouse,3,4512,5,12859.2,Cash,1
10399,24-02-2025,C1399,Customer 400,Female,52,Kolkata,Kolkata State,East,Electronics,Keyboard,10,3418,20,27344,Debit Card,3
10400,29-04-2025,C1400,Customer 401,Male,43,Lucknow,Lucknow State,North,Grocery,Rice,10,2483,5,23588.5,Credit Card,5
10401,25-04-2025,C1401,Customer 402,Male,54,Delhi,Delhi State,North,Clothing,Jacket,3,4311,5,12286.35,Upi,4
10402,09-03-2025,C1402,Customer 403,Male,20,Lucknow,Lucknow State,North,Electronics,Laptop,8,1998,0,15984,Upi,5
10403,16-06-2025,C1403,Customer 404,Male,63,Lucknow,Lucknow State,North,Grocery,Milk,8,480,0,3840,Credit Card,3
10404,04-04-2025,C1404,Customer 405,Male,51,Kolkata,Kolkata State,East,Sports,Shoes,3,3185,15,8121.75,Credit Card,4
10405,04-05-2025,C1405,Customer 406,Male,50,Mumbai,Mumbai State,West,Sports,Bat,6,2926,15,14922.6,Upi,4
10406,08-02-2025,C1406,Customer 407,Male,41,Mumbai,Mumbai State,West,Clothing,T-Shirt,9,2400,5,20520,Cash,2
10407,03-05-2025,C1407,Customer 408,Male,59,Bengaluru,Bengaluru State,South,Furniture,Sofa,2,4044,15,6874.8,Debit Card,1
10408,04-02-2025,C1408,Customer 409,Male,54,Mumbai,Mumbai State,West,Electronics,Laptop,10,4952,5,47044,Upi,1
10409,25-05-2025,C1409,Customer 410,Male,64,Mumbai,Mumbai State,West,Furniture,Chair,9,3421,20,24631.2,Credit Card,1
